ID,name,full_name,club,club_logo,special,age,league,birth_date,height_cm,weight_kg,body_type,real_face,flag,nationality,photo,eur_value,eur_wage,eur_release_clause,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,gk,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,puncher_trait,rushes_out_of_goal_trait,saves_with_feet_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk
209658,L. Goretzka,Leon Goretzka,FC Schalke 04,https://cdn.sofifa.org/18/teams/34.png,2218,22,German Bundesliga,1995-02-06,189.0,79.0,Lean,False,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.sofifa.org/18/players/209658.png,34000000.0,46000.0,60400000.0,83,88,85,74,80,80,78,76,3,3,4,High,High,Right,75,72,75,84,68,80,76,75,79,82,85,85,76,84,72,77,67,86,68,78,84,82,79,82,60,81,74,79,78,13,8,15,11,9,78.0,80.0,80.0,81.0,82.0,81.0,81.0,78.0,81.0,81.0,78.0,80.0,80.0,81.0,82.0,81.0,81.0,78.0,81.0,81.0,78.0,80.0,81.0,82.0,81.0,78.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
209499,Fabinho,Fábio Henrique Tavares,AS Monaco,https://cdn.sofifa.org/18/teams/69.png,2114,23,French Ligue 1,1993-10-23,188.0,78.0,Lean,False,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/209499.png,29500000.0,37000.0,58300000.0,83,88,74,65,76,76,83,83,3,3,2,Medium,Medium,Right,79,66,75,82,30,75,71,45,74,80,73,75,71,79,69,75,77,89,80,53,83,83,68,72,91,80,79,88,85,13,12,6,8,8,72.0,74.0,74.0,74.0,77.0,76.0,82.0,82.0,82.0,82.0,72.0,74.0,74.0,74.0,77.0,76.0,82.0,82.0,82.0,82.0,72.0,74.0,74.0,77.0,82.0,82.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
209331,M. Salah,Mohamed Salah,Liverpool,https://cdn.sofifa.org/18/teams/9.png,2032,25,English Premier League,1992-06-15,175.0,71.0,Normal,True,https://cdn.sofifa.org/flags/111@3x.png,Egypt,https://cdn.sofifa.org/18/players/209331.png,32500000.0,135000.0,64200000.0,83,86,93,73,74,87,45,66,3,4,2,High,Medium,Left,73,79,59,79,71,87,70,60,65,87,93,93,86,82,84,71,70,77,61,62,63,55,83,78,61,75,37,43,41,14,14,9,11,14,78.0,83.0,82.0,81.0,75.0,82.0,64.0,56.0,64.0,68.0,78.0,83.0,82.0,81.0,75.0,82.0,64.0,56.0,64.0,68.0,78.0,82.0,81.0,75.0,64.0,56.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208596,A. Belotti,Andrea Belotti,Torino,https://cdn.sofifa.org/18/teams/54.png,1935,23,Italian Serie A,1993-12-20,181.0,72.0,Normal,False,https://cdn.sofifa.org/flags/27@3x.png,Italy,https://cdn.sofifa.org/18/players/208596.png,37000000.0,58000.0,70300000.0,83,90,82,81,57,78,29,84,3,3,5,High,High,Right,42,88,84,68,80,78,64,56,42,78,80,83,79,78,75,81,83,84,85,67,83,31,85,61,77,78,15,23,32,13,7,12,14,7,82.0,75.0,78.0,74.0,65.0,72.0,52.0,51.0,52.0,54.0,82.0,75.0,78.0,74.0,65.0,72.0,52.0,51.0,52.0,54.0,82.0,78.0,74.0,65.0,52.0,51.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208448,E. Forsberg,Emil Forsberg,RB Leipzig,https://cdn.sofifa.org/18/teams/112172.png,1949,25,German Bundesliga,1991-10-23,179.0,78.0,Normal,False,https://cdn.sofifa.org/flags/46@3x.png,Sweden,https://cdn.sofifa.org/18/players/208448.png,31500000.0,75000.0,55900000.0,83,85,75,74,83,83,30,66,2,3,4,High,Medium,Right,86,72,45,86,67,82,81,77,70,85,78,72,85,80,83,75,53,76,63,80,62,43,77,86,64,79,23,26,17,13,7,9,15,11,74.0,81.0,79.0,81.0,76.0,81.0,59.0,45.0,55.0,61.0,74.0,81.0,79.0,81.0,76.0,81.0,59.0,45.0,55.0,61.0,74.0,79.0,81.0,76.0,59.0,45.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
207865,Marquinhos,Marcos Aoas Corrêa,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,1869,23,French Ligue 1,1994-05-14,183.0,75.0,Lean,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/207865.png,30500000.0,75000.0,62500000.0,83,89,71,38,68,69,84,76,3,2,3,Medium,Medium,Right,72,33,80,80,31,65,49,32,78,76,69,72,66,81,68,53,85,75,74,35,80,84,46,51,31,79,85,85,86,6,6,12,10,13,60.0,63.0,61.0,64.0,70.0,67.0,80.0,82.0,80.0,79.0,60.0,63.0,61.0,64.0,70.0,67.0,80.0,82.0,80.0,79.0,60.0,61.0,64.0,70.0,80.0,82.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
207566,William Carvalho,William Silva de Carvalho,Sporting CP,https://cdn.sofifa.org/18/teams/237.png,1967,25,Portuguese Primeira Liga,1992-04-07,187.0,83.0,Normal,False,https://cdn.sofifa.org/flags/38@3x.png,Portugal,https://cdn.sofifa.org/18/players/207566.png,27500000.0,21000.0,57100000.0,83,86,53,57,77,74,80,83,3,3,4,Medium,Medium,Right,66,56,73,84,50,79,77,50,86,78,52,53,45,74,50,59,68,84,88,58,75,84,62,78,60,89,77,85,71,6,6,5,14,14,67.0,69.0,69.0,72.0,79.0,72.0,81.0,79.0,75.0,75.0,67.0,69.0,69.0,72.0,79.0,72.0,81.0,79.0,75.0,75.0,67.0,69.0,72.0,79.0,81.0,79.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
205600,S. Umtiti,Samuel Umtiti,FC Barcelona,https://cdn.sofifa.org/18/teams/241.png,2109,23,Spanish Primera División,1993-11-14,182.0,75.0,Normal,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/205600.png,29500000.0,135000.0,62700000.0,83,88,74,64,71,71,82,79,3,2,3,Medium,High,Left,69,51,72,79,70,69,72,63,73,75,72,75,68,77,66,83,87,79,78,74,80,86,58,58,61,74,80,85,83,15,10,14,12,15,69.0,69.0,69.0,69.0,73.0,70.0,79.0,81.0,79.0,78.0,69.0,69.0,69.0,69.0,73.0,70.0,79.0,81.0,79.0,78.0,69.0,69.0,69.0,73.0,79.0,81.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
204485,R. Mahrez,Riyad Mahrez,Leicester City,https://cdn.sofifa.org/18/teams/95.png,1935,26,English Premier League,1991-02-21,179.0,67.0,Lean,True,https://cdn.sofifa.org/flags/97@3x.png,Algeria,https://cdn.sofifa.org/18/players/204485.png,30500000.0,88000.0,60200000.0,83,84,82,74,78,88,28,55,3,5,4,Medium,Medium,Left,81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19,15,9,13,11,6,74.0,82.0,80.0,81.0,74.0,81.0,55.0,41.0,54.0,60.0,74.0,82.0,80.0,81.0,74.0,81.0,55.0,41.0,54.0,60.0,74.0,80.0,81.0,74.0,55.0,41.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203376,V. van Dijk,Virgil van Dijk,Southampton,https://cdn.sofifa.org/18/teams/17.png,2011,25,English Premier League,1991-07-08,193.0,92.0,Normal,True,https://cdn.sofifa.org/flags/34@3x.png,Netherlands,https://cdn.sofifa.org/18/players/203376.png,27500000.0,89000.0,54300000.0,83,86,73,60,67,69,83,85,3,2,3,High,Medium,Right,53,52,80,76,45,70,60,70,76,73,69,76,57,79,51,81,79,76,92,64,78,83,41,59,62,82,83,85,83,13,10,13,11,11,67.0,65.0,66.0,66.0,71.0,67.0,79.0,82.0,77.0,76.0,67.0,65.0,66.0,66.0,71.0,67.0,79.0,82.0,77.0,76.0,67.0,66.0,66.0,71.0,79.0,82.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,Liverpool,https://cdn.sofifa.org/18/teams/9.png,2101,25,English Premier League,1991-10-02,181.0,76.0,Lean,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/201942.png,33000000.0,135000.0,65200000.0,83,86,77,81,79,85,46,77,3,4,4,High,High,Right,72,83,72,83,79,87,80,67,75,85,77,77,82,82,81,79,81,86,76,80,66,37,84,83,72,78,30,59,42,8,11,9,6,10,81.0,82.0,83.0,83.0,79.0,82.0,65.0,58.0,63.0,66.0,81.0,82.0,83.0,83.0,79.0,82.0,65.0,58.0,63.0,66.0,81.0,83.0,83.0,79.0,65.0,58.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
200888,Danilo Pereira,Danilo Luís Hélio Pereira,FC Porto,https://cdn.sofifa.org/18/teams/236.png,2029,25,Portuguese Primeira Liga,1991-09-09,188.0,83.0,Normal,False,https://cdn.sofifa.org/flags/38@3x.png,Portugal,https://cdn.sofifa.org/18/players/200888.png,27500000.0,18000.0,57100000.0,83,86,68,62,69,74,82,87,3,2,3,Medium,High,Right,50,56,76,82,55,76,48,53,79,77,67,68,58,76,60,77,67,87,89,64,88,85,69,69,52,84,80,85,78,9,7,13,14,15,71.0,69.0,72.0,72.0,77.0,72.0,82.0,82.0,77.0,76.0,71.0,69.0,72.0,72.0,77.0,72.0,82.0,82.0,77.0,76.0,71.0,72.0,72.0,77.0,82.0,82.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
199715,Vitolo,Víctor Machín Pérez,UD Las Palmas,https://cdn.sofifa.org/18/teams/472.png,1983,27,Spanish Primera División,1989-11-02,184.0,80.0,Normal,False,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/199715.png,27000000.0,68000.0,,83,83,80,77,79,83,28,76,2,3,4,High,High,Right,80,79,65,81,75,86,76,62,82,85,81,79,75,80,63,77,70,81,81,73,61,25,80,78,74,70,25,21,23,11,16,8,14,16,79.0,81.0,81.0,81.0,75.0,82.0,57.0,47.0,54.0,59.0,79.0,81.0,81.0,81.0,75.0,82.0,57.0,47.0,54.0,59.0,79.0,81.0,81.0,75.0,57.0,47.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
199482,A. Lopes,Anthony Lopes,Olympique Lyonnais,https://cdn.sofifa.org/18/teams/66.png,1334,26,French Ligue 1,1990-10-01,184.0,81.0,Normal,True,https://cdn.sofifa.org/flags/38@3x.png,Portugal,https://cdn.sofifa.org/18/players/199482.png,21500000.0,60000.0,42500000.0,83,85,86,79,73,85,62,79,2,1,1,Medium,Medium,Left,19,18,16,32,13,15,15,14,31,21,60,64,65,84,62,20,82,36,73,18,38,25,9,45,16,55,13,15,13,86,79,73,79,85,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
198176,S. de Vrij,Stefan de Vrij,Lazio,https://cdn.sofifa.org/18/teams/46.png,1783,25,Italian Serie A,1992-02-05,189.0,78.0,Normal,False,https://cdn.sofifa.org/flags/34@3x.png,Netherlands,https://cdn.sofifa.org/18/players/198176.png,29000000.0,56000.0,51500000.0,83,88,68,41,58,65,85,76,3,2,4,Medium,High,Right,49,25,78,71,27,61,45,16,71,71,68,68,61,78,60,65,71,69,80,60,74,85,32,50,41,82,87,86,82,8,10,7,14,13,57.0,57.0,58.0,59.0,66.0,60.0,77.0,81.0,75.0,73.0,57.0,57.0,58.0,59.0,66.0,60.0,77.0,81.0,75.0,73.0,57.0,58.0,59.0,66.0,77.0,81.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
198009,M. Perin,Mattia Perin,Genoa,https://cdn.sofifa.org/18/teams/110556.png,1246,24,Italian Serie A,1992-11-10,188.0,77.0,Lean,False,https://cdn.sofifa.org/flags/27@3x.png,Italy,https://cdn.sofifa.org/18/players/198009.png,25000000.0,28000.0,44400000.0,83,88,80,85,71,90,56,78,2,1,3,Medium,Medium,Right,11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,58,14,12,19,80,85,71,78,90,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
197061,J. Matip,Joel Matip,Liverpool,https://cdn.sofifa.org/18/teams/9.png,1884,25,English Premier League,1991-08-08,195.0,90.0,Lean,True,https://cdn.sofifa.org/flags/103@3x.png,Cameroon,https://cdn.sofifa.org/18/players/197061.png,26500000.0,110000.0,52300000.0,83,85,67,46,68,66,84,78,2,2,2,Medium,Medium,Right,54,36,85,77,50,65,63,22,74,71,60,73,58,81,49,66,67,73,81,48,81,85,51,72,42,75,83,85,79,11,15,10,7,10,63.0,63.0,64.0,66.0,72.0,66.0,79.0,82.0,76.0,75.0,63.0,63.0,64.0,66.0,72.0,66.0,79.0,82.0,76.0,75.0,63.0,64.0,66.0,72.0,79.0,82.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
193474,I. Gueye,Idrissa Gueye,Everton,https://cdn.sofifa.org/18/teams/7.png,2045,27,English Premier League,1989-09-26,174.0,66.0,Lean,True,https://cdn.sofifa.org/flags/136@3x.png,Senegal,https://cdn.sofifa.org/18/players/193474.png,24500000.0,115000.0,48400000.0,83,84,76,60,70,77,83,81,2,2,3,Medium,High,Right,60,50,69,82,32,75,33,43,74,79,78,75,75,79,82,80,85,88,76,67,84,87,67,72,54,80,80,87,85,8,6,8,12,13,70.0,72.0,73.0,74.0,77.0,74.0,82.0,81.0,80.0,80.0,70.0,72.0,73.0,74.0,77.0,74.0,82.0,81.0,80.0,80.0,70.0,73.0,74.0,77.0,82.0,81.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
192629,Iago Aspas,Iago Aspas Juncal,RC Celta de Vigo,https://cdn.sofifa.org/18/teams/450.png,2012,29,Spanish Primera División,1987-08-01,176.0,67.0,Lean,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/192629.png,26000000.0,39000.0,54600000.0,83,83,81,83,73,85,29,63,2,3,3,High,High,Left,67,86,78,80,86,85,83,76,64,84,84,79,88,86,77,79,68,70,59,80,63,36,85,68,80,73,20,21,18,12,16,9,12,13,82.0,81.0,82.0,81.0,72.0,79.0,55.0,46.0,54.0,58.0,82.0,81.0,82.0,81.0,72.0,79.0,55.0,46.0,54.0,58.0,82.0,82.0,81.0,72.0,55.0,46.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192387,C. Immobile,Ciro Immobile,Lazio,https://cdn.sofifa.org/18/teams/46.png,1968,27,Italian Serie A,1990-02-20,185.0,85.0,Normal,True,https://cdn.sofifa.org/flags/27@3x.png,Italy,https://cdn.sofifa.org/18/players/192387.png,30500000.0,70000.0,54100000.0,83,84,83,84,61,79,38,76,3,3,4,High,Medium,Right,55,86,75,70,86,79,70,51,49,80,81,85,77,85,63,86,77,77,74,76,77,40,86,62,78,81,31,33,32,6,8,15,12,6,82.0,77.0,80.0,76.0,68.0,75.0,57.0,54.0,57.0,59.0,82.0,77.0,80.0,76.0,68.0,75.0,57.0,54.0,57.0,59.0,82.0,80.0,76.0,68.0,57.0,54.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192366,N. Otamendi,Nicolás Otamendi,Manchester City,https://cdn.sofifa.org/18/teams/10.png,1886,29,English Premier League,1988-02-12,183.0,81.0,Normal,True,https://cdn.sofifa.org/flags/52@3x.png,Argentina,https://cdn.sofifa.org/18/players/192366.png,20000000.0,140000.0,37000000.0,83,83,63,56,59,54,83,81,3,2,3,High,High,Right,52,53,83,71,56,41,50,39,66,64,62,64,69,78,62,69,86,76,80,56,90,85,49,45,44,84,81,83,84,12,5,8,11,12,63.0,57.0,58.0,58.0,64.0,58.0,76.0,81.0,75.0,72.0,63.0,57.0,58.0,58.0,64.0,58.0,76.0,81.0,75.0,72.0,63.0,58.0,58.0,64.0,76.0,81.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
191180,J. Pastore,Javier Pastore,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,2066,28,French Ligue 1,1989-06-20,187.0,78.0,Lean,True,https://cdn.sofifa.org/flags/52@3x.png,Argentina,https://cdn.sofifa.org/18/players/191180.png,25500000.0,100000.0,47200000.0,83,83,71,75,83,85,58,64,3,4,4,High,Medium,Right,77,73,63,87,78,88,83,69,83,87,69,72,79,83,58,78,49,67,64,76,65,69,78,86,75,79,49,59,51,14,9,6,10,12,77.0,81.0,81.0,83.0,81.0,81.0,72.0,63.0,68.0,71.0,77.0,81.0,81.0,83.0,81.0,81.0,72.0,63.0,68.0,71.0,77.0,81.0,83.0,81.0,72.0,63.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
189513,Parejo,Daniel Parejo Muñoz,Valencia CF,https://cdn.sofifa.org/18/teams/461.png,2089,28,Spanish Primera División,1989-04-16,182.0,74.0,Lean,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/189513.png,25500000.0,45000.0,53600000.0,83,83,52,77,87,78,61,69,2,3,4,Medium,Low,Right,84,75,63,90,72,78,87,90,87,83,55,50,69,79,72,80,55,76,72,80,58,68,79,85,83,74,59,61,51,5,9,12,14,8,75.0,77.0,78.0,80.0,82.0,78.0,74.0,65.0,68.0,71.0,75.0,77.0,78.0,80.0,82.0,78.0,74.0,65.0,68.0,71.0,75.0,78.0,80.0,82.0,74.0,65.0,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
189358,S. Kagawa,Shinji Kagawa,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png,1874,28,German Bundesliga,1989-03-17,175.0,68.0,Lean,True,https://cdn.sofifa.org/flags/163@3x.png,Japan,https://cdn.sofifa.org/18/players/189358.png,26000000.0,75000.0,44200000.0,83,83,70,68,76,87,34,49,3,4,4,Medium,Medium,Right,60,76,42,84,75,87,74,63,73,85,76,65,92,81,88,56,66,80,39,55,30,56,80,82,78,81,30,24,27,11,9,8,9,13,71.0,78.0,78.0,81.0,76.0,79.0,59.0,43.0,56.0,61.0,71.0,78.0,78.0,81.0,76.0,79.0,59.0,43.0,56.0,61.0,71.0,78.0,81.0,76.0,59.0,43.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
