IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
2004-11-22 06:10:00.000,san francisco,ct,,,3.00,Two bright lights in the southeastern sky that waxed and waned in brightness in unison.
2005-11-22 04:00:00.000,hemet/south jacinto (outside of),ca,,light,604800.00,Bright light coming out of a shallow mountain&#33
2005-11-22 18:40:00.000,james island,sc,,other,1500.00,I WAS SHOOTING THE BULL WITH SOME OF MY NEIGHBORS THAT OUR FRIENDS OF MINE AND WE SAW SOME EXCITING UFOS.
2005-11-22 19:40:00.000,james island,sc,,other,2700.00,ME AND MY NEIGHBOR WERE HANGING OUT WE SAW SOME EXITING UFO.  ((NUFORC Note:  Possible hoax?  PD))
2007-11-22 19:00:00.000,land o&#39lakes,fl,,light,20.00,Dim fireball at stand still&#44 then it took off upward very fast.
2007-11-22 20:00:00.000,delran,nj,,oval,300.00,It proceeded slowly towards the west..had 2 bright lights and 2 red lights and disappeared. My daughter told me of a similar sighting t
2009-11-22 23:00:00.000,homestead and miami (between),fl,,flash,5.00,Three rainbow colored prisms in  teardrop shapes came out of no where and vanished over a bay between Homestead and Miami.
2012-11-22 01:00:00.000,sts albans,me,,fireball,2.00,Bright white and red fireball shot downwards in the sky&#44 very big.
2012-11-22 02:00:00.000,south nayack (tarrytown),ny,,light,2.00,Light speed blue craft over NY.
2012-11-22 19:15:00.000,east goshen,pa,,formation,120.00,7-8 orange red lights in formation
2012-11-22 19:15:00.000,sandy,ut,,other,600.00,4 orange and 1 red orb filmed assending one at a time and taking off over mtn in Utah.
2013-11-22 16:45:00.000,cecil co. (northeast md),md,,oval,2.00,Brilliant blue flattened oval&#44 small&#44 about tree-top level.
1981-11-23 20:30:00.000,pacifica/lindamar,ca,,changing,420.00,Two space craft in air&#44 sitting motionless with no sound
1982-11-23 15:45:00.000,clinton township,mi,,circle,420.00,disk about 40 feet in dia. a ring of round lights about the egdes. moved slowly&#44 no sound&#44 75 feet of the ground
1995-11-23 01:00:00.000,gaithersberg,md,,formation,75.00,November&#44 1995 sighting of a red &quot;V&quot; formation followed by a wavy string of greenish lights.
2000-11-23 18:37:00.000,el paso and alamogordo (between ),nm,,cigar,180.00,A dark cigar-shaped object with no lights that was at least 100 meters wide.
2002-11-23 05:00:00.000,lost river,wv,,disk,3600.00,The object appeared in the southwestern sky and appeared to be a star at first glance. What made me more curious was the fact that it w
2005-11-23 19:00:00.000,frankin,ny,,unknown,300.00,Two white lights from single object observed in sky near Franklin&#44 NY
2005-11-23 21:30:00.000,bodie state park,ca,,sphere,7200.00,Multi-colored erratic&#44 fast moving sphere (remaining in same general area) observed over Mono Lake&#44 Ca.
2006-11-23 21:00:00.000,bellchester,mn,,unknown,1.00,Streaking orange light made no sound at all.
2007-11-23 16:50:00.000,chantilly/centreville,va,,other,360.00,Northern Virginia Brightest object in daylight sky moved faster then any object for 5 minutes&#44 mulitple witnesses
2009-11-23 22:20:00.000,bainbridge island,wa,,changing,60.00,UFO with changing shape and erraticly fluid movements appears in view and leaves&#44 shortly followed by an unmarked black helicopter.
2010-11-23 06:30:00.000,monument valley,ut,,changing,420.00,looked like a worm in the sky oozing off itself revealing its true shape over seven minutes.
2011-11-23 00:45:00.000,bridgewater,nj,,,300.00,EXPLAINED: Bright lights in Somerset county NJ on 11/23/11
2011-11-23 01:32:00.000,geoje island (south korea),ca,,fireball,4.00,2 Fireballs Blaze through sky simultaneously
2011-11-23 12:35:00.000,bridgewater,nj,,other,180.00,Exceptionally bright lights turned night time to day time for 4 min
2013-11-23 21:45:00.000,palm habor,fl,,sphere,240.00,Silent Orange sphere.
1973-11-24 20:00:00.000,florida (central),fl,,oval,300.00,While driving to NY with a friend&#44observed a oval shape craft 40&#39 in diameter &#44stood 30&#39 of the ground.
1998-11-24 23:15:00.000,bitterroot valley,mt,,light,600.00,Very large and very bright light in the SSE sky over the Mountain Range.
1999-11-24 20:05:00.000,tri-cities,wa,,circle,5.00,fireball nnw of city as bright as a streetlight falling at a
2004-11-24 20:00:00.000,nevada (above; in flight; 37000 ft.),nv,,unknown,2400.00,Starlike objects made impossible maneuvers while I was on a flight at 37000 feet
2004-11-24 21:00:00.000,western shore (canada),ns,,light,5400.00,I observed a bright light off in a distance over the water. The object would steadily and slowly move over the ocean and over oak islan
2005-11-24 00:15:00.000,port st. lucie,fl,,light,4500.00,Large white light W/red &amp; green--Thought might be aircraft in trouble due to eratic movement(left&#44right&#44up&#44down)--then small red&#44 green
2006-11-24 02:45:00.000,camp creek,wv,,flash,60.00,Flash of bright narrow green light following an object.
2006-11-24 05:00:00.000,afton,va,,,3600.00,THe whole sky turned Blood Red including the clouds coming from atop of them  for an Hour
2008-11-24 19:00:00.000,phenix city &amp; columbus&#44ga,al,,light,300.00,Many slow moving lights moving in the same direction crossing two cities.
2009-11-24 18:10:00.000,ralleigh,nc,,triangle,600.00,v-shaped object with white and red flashing lights moving slowly over falls lake
2009-11-24 18:40:00.000,ft. campbell,ky,,light,20.00,several lights&#44 one yellow&#44 the others red&#44 traveling at extreme speeds over Kentucky military base
2012-11-24 21:45:00.000,sandy,ut,,unknown,120.00,Traveling white light shut down; blue light turned on and shot straight up and then came back down.
2013-11-24 17:00:00.000,brownstown,mi,,sphere,30.00,White sphere over SE Michigan seen from Brownstown.
1953-11-25 04:25:00.000,lackland air force base near aviation cadet barracks,tx,,disk,180.00,When I was in preflight for pilot training at Lackland AFB just before Xmas we were standing in formation for reveille we all saw a sau
1974-11-25 21:00:00.000,west milton,oh,,circle,600.00,Two orange globes traveling slowly north to south.
1975-11-25 23:00:00.000,unspecified location in wv,wv,,triangle,600.00,Mercedes shaped red UFO
1976-11-25 20:20:00.000,virginia (western part; rural?),va,,fireball,120.00,White light above cloud cover speed about 3000 mph;the fiery ball desending at a rate of 50 mph.
1981-11-25 22:00:00.000,angleton &amp; pearland (between),tx,,sphere,600.00,Driving to Galveston @ 10 p.m. Nov. of `81&#44 I saw 100s of saucers&#44 got out of car and pointed upwards but 3 other cars wouldn&#39t stop.
1989-11-25 22:00:00.000,monroe/bastrop,la,,unknown,3600.00,something flying in and out of formation within a triangle shaped constellation
1997-11-25 22:21:00.000,right outside the maine state border,nh,,crescent,10.00,Two people driving northbound on Rt. 95 near the New Hampshire/Maine border witness an &quot;almost crescent moon&quot;-shaped object hovering in
1998-11-25 21:15:00.000,lee&#39s summit,mo,,other,15.00,sitting on ground in urban area.  layed back to look up at orion area of sky&#44 towards the east.  Large dull brown triangle/boomerage sh
2001-11-25 20:00:00.000,bramptom,mi,,circle,120.00,Wife and I in our hot tub waking to a disc shaped object and flashing light
2001-11-25 20:45:00.000,palo alto/stanford,ca,,oval,5.00,Bright blue oval-shaped glowing object hovering then proceeding downward
2004-11-25 23:30:00.000,san marcos &amp; escondido,ca,,light,120.00,SMALL ORANGE LIGHT - flew low over Hwy 78 and then South along I-15 (nearly overhead) with seemingly no visible craft attacted to it.
2006-11-25 00:30:00.000,roxborough,nc,,light,180.00,Red light over NC
2006-11-25 06:30:00.000,san bernadino mtns. (twin peaks),ca,,triangle,40.00,Trinangle changes shapes and takes off
2006-11-25 20:00:00.000,gulf beeze,fl,,unknown,21600.00,One of the more beautiful stars I had seen.   ((NUFORC Note:  Probably a sighting of Sirius&#44 we suspect&#44 or of some other star.  PD))
2007-11-25 22:10:00.000,pauls valley/maysville (between; highway 19),ok,,unknown,15.00,Two large bright white lights hovering over tree line on HWY 19&#44 between Pauls Valley and Maysville.
2008-11-25 21:00:00.000,n. cape may,nj,,triangle,600.00,Military planes chaseing UFO
2000-11-26 21:15:00.000,progresso,tx,,unknown,300.00,object being chased
2002-11-26 19:00:00.000,spanish fork canyon,ut,,disk,5.00,green disc crash landed on top of billies mountain
2003-11-26 10:45:00.000,sellic,wa,,light,5.00,0NE OBJECT&#44 VERY HI 40&#44000FT TINY .  MOVED AND STOPED THREE TIMES IN (? 20 MILE+ JUMPS)BRIGHT DOT. NO COLOR THEN WYGGLED AND DISAPPERED
2004-11-26 05:00:00.000,seaford/millsboro (from/to)millsboro&#44 to rehobot,de,,light,2400.00,Light followed car from start of journey to destination&#44 stopping when vehicle stopped and so forth.
2004-11-26 11:00:00.000,gifford national forest,wa,,,2400.00,Unknow shape in forest
2008-11-26 15:30:00.000,i-355 and 159th st,il,,light,8.00,Bright flash of light seen traveling southbnd on I-355 in Illinois during sunny day.
2009-11-26 06:25:00.000,pebble beach/carmel,ca,,disk,900.00,The craft flew for at least fifteen minutes&#44 often separating into different lights&#44 made whirring noises&#44 and flew in erratic patterns
1975-11-27 16:30:00.000,reno/stead,nv,,disk,300.00,Disk shaped craft hovering above house in Stead&#44 Nevada
1976-11-27 15:00:00.000,stead nevada (outside of reno),nv,,disk,300.00,It was Thanksgiving 1975 or 76. When I came out of our house it was hovering over our neighbors one story house. It was daylight and I
2002-11-27 00:00:00.000,spanish fork canyon,ut,,disk,5.00,a dark green disk crashed on the top of billy&#39s mountain.
2004-11-27 18:00:00.000,kern,tx,,formation,30.00,Witnesses to a cluster of lights passing overhead very quickly.
2007-11-27 01:30:00.000,suwanee/gwinnett county,ga,,light,3600.00,Flashing craft appears like a star&#44 moving jerkily and stayed in a portion of the sky.  ((NUFORC Note:  Sirius??  PD))
2007-11-27 21:10:00.000,rabun gap,ga,,light,900.00,white light&#44 high altitude viewed in the east moving west&#44 2 smaller lights seperate travel west and SW.
2007-11-27 21:30:00.000,san diego area (on highway; beside camp pendleton),ca,,,60.00,Man and wife witness strange object&#44 with multiple blue lights&#44 pass over highway&#44 over Camp Pendleton&#44 and out to sea.
2010-11-27 02:00:00.000,west hills,ca,,chevron,600.00,UFO sighting over main street
2012-11-27 18:50:00.000,auburn/federal way,wa,,triangle,300.00,Three red lights become huge triangle shape over Auburn/Federal Way.
2013-11-27 13:11:00.000,oklahoma city/weatland,ok,,flash,45.00,Bright ball of light observed near Hobby Lobby warehouse.
1978-11-28 18:00:00.000,arvana-lamesa,tx,,disk,900.00,UFO over Lamesa&#44 Texas cotton gin
1983-11-28 23:00:00.000,lake okeechoobee,fl,,oval,600.00,Pulsating white lighted craft hoverd over us while hunting.
1989-11-28 18:35:00.000,peace vally,mo,,egg,90.00,We saw orange-white balls of light&#44 approximately 40o above the horozon&#44 slightly to the north-west of our house.
1999-11-28 20:00:00.000,rachel/las vegas,nv,,sphere,8.00,Driver and passenger see a huge brilliant white ball of light that descends SE to S near the Groom Lake area on Sunday evening at 8PM&#44
1999-11-28 00:00:00.000,dubois,pa,,fireball,900.00,I saw a ball of flame and watched it for 15 minutes and it just disappeared right before my eyes.
2001-11-28 02:13:00.000,greensburg/delmont (between),pa,,fireball,2.00,I saw a bright green flash of light fall form the sky very rapidly.
2001-11-28 12:00:00.000,rancho dominguez,ca,,sphere,900.00,Brigth silver spheres
2002-11-28 06:20:00.000,pender island (canada),bc,,fireball,60.00,Satillite re-entry?
2005-11-28 09:10:00.000,guaymas sonora (mexico),al,,fireball,60.00,I was driving South on the road&#44Forme Hermosillo to Guaymas &#44 the sky was blue&#44 There was no clouds Somethinhg bright on the sky &#44 call
2005-11-28 18:45:00.000,koror (republic of palau),hi,,circle,120.00,very fast Circle lite passed above us in the middle of the ocean with out a sound.
2006-11-28 18:30:00.000,soddy daisy,tn,,cigar,10.00,Two bright green lights travelling at an angle towards the earth&#44 very close on the horizon.
2008-11-28 17:30:00.000,mardela,md,,sphere,300.00,3 orbs seen on Route 50
2008-11-28 19:00:00.000,jefferson hills,pa,,formation,3600.00,Tracked the lights through two counties and lights never moved. ((NUFORC Note:  Jupiter and Venus&#44 we suspect.  PD))
2008-11-28 23:25:00.000,spring lake/grand haven,mi,,rectangle,600.00,Strange Moving Light Seen Over Spring Lake/Grand Haven&#44 Michigan
2011-11-28 21:30:00.000,pfafftown,nc,,unknown,6.00,Three flashes of light&#44 one white&#44 one an orange color and the last big flash was turquoise.
2012-11-28 04:15:00.000,nasa tv,nh,,oval,30.00,UFO at the international space station november 28 th 2012.
2012-11-28 23:59:00.000,revere beach,ma,,formation,2.00,Saw a green neon snake formation in the sky&#44 like a serpent chasing its own tail -- over Massachusetts.
2013-11-28 01:30:00.000,vaughan (canada),on,,,2700.00,Light streaks across south sky Maple&#44 Ontario&#44 Canada.
2013-11-28 14:00:00.000,newbury,ma,,teardrop,10.00,Tear-dropped object over marsh area with tail and aura and haze.  Then vanished after 10 seconds.
2013-11-28 17:13:00.000,zion national park,ut,,oval,2.00,Two objects were invisible but showed up on picture.
2013-11-28 21:15:00.000,brick,nj,,circle,120.00,Purple spherical light in the sky.
1978-11-29 03:00:00.000,mt. rainier national park,wa,,unknown,21600.00,FIRST TIME REPORTED Late November&#44 1978 Mt Rainier National Park &amp; Ashford. Double Sighting&#44 6 Hours
1997-11-29 18:15:00.000,orcas island,wa,,light,3600.00,a bright light in the ssw sky slowly moves down slowly in the sky then vanishes  in to the sky.
1998-11-29 19:55:00.000,west memphis,ar,,triangle,10.00,Shiny triangle craft with dim lights flying just above tree tops.
2002-11-29 09:30:00.000,groves/port arthur,tx,,circle,900.00,Three Round objects&#44 one trailing the other for about two minutes. Then sudden halt and one object stayed motionless&#44 as the two other
2003-11-29 18:00:00.000,to remain unknown,mn,,unknown,1200.00,HBCCUFO CANADIAN REPORT:  Large craft showing a number of lights on it.
2004-11-29 05:20:00.000,porterville,ct,,light,55.00,FAST MOVING UNDULATING LIGHT.RO
2013-12-21 21:00:00.000,san tan valley,az,,rectangle,120.00,Bright fireball crafts spinning in the sky over San Tan Valley.
1980-01-22 02:00:00.000,murphy/arnold,ca,,sphere,2700.00,Tracked by a UFO
1997-01-22 03:35:00.000,altus afb,ok,,changing,30.00,Object breaking up above western oklahomaAt 3:35am Central time over S.W. Oklahoma a bright object came from the north about 30 deg
2000-01-22 19:00:00.000,sacramento area (citrus heights),ca,,triangle,600.00,1900hrs 3 orange/yellow lights appeared in the south east sky. Moving very slowly in the north west direction.
2000-12-02 21:30:00.000,lake tahoe (about 30/40 miles southwest of),ca,,fireball,10.00,Southwest of Lake Tahoe- a large&#44 bright neon green fireball suddenly appeared high above the gap between two mountains and vanished.
2000-12-02 22:50:00.000,seldon,ny,,triangle,5.00,Viewed large dark silent triangular object with dim steady red lights at triangle vertices
2001-01-22 00:30:00.000,camano island,wa,,light,3600.00,It looked like a star &amp; wasn&#39t an airplane&#44 planes can&#39t fly like that&#33
2002-01-22 03:50:00.000,kahana beach,hi,,circle,15.00,We saw a round or spherical object of a bright blue-green moving north just above the surface of the sea.
2003-01-22 20:30:00.000,labelle,tx,,triangle,300.00,UFO sighting ongoing in southeast texas  ((NUFORC Note:  Possible sighting of Sirius.  PD))
2004-12-02 17:30:00.000,west greenwich,ri,,triangle,90.00,My co-worker told me I should report this on this site. This is the first time I have seen this. Myself and my fiend just fininshed a d
2005-12-02 18:23:00.000,monmouth,nj,,teardrop,2.00,Blue/Green Object Flying North
2006-12-02 18:20:00.000,west dundee,il,,formation,40.00,String of 6-7 lights equally spaced apart&#44 about 1000 ft up moving quietly West to East in the night sky.
2007-01-22 23:00:00.000,quartzite,az,,circle,6.00,String of lights in Quartzite desert
2008-01-22 05:00:00.000,taft,ca,,disk,2700.00,looked like a star but bigger and brighter&#44 in camera seemed to pulsate and have a pattern.  ((NUFORC Note:  Sirius??))
2008-12-02 17:30:00.000,jackson/clinton,ms,,other,1800.00,Bright light over the Jackson area
2008-12-02 19:15:00.000,davie/plantation,fl,,fireball,120.00,Two bright star like objects
2009-12-02 03:19:00.000,mt. rainier national park,wa,,other,6.00,spiral type formation
2009-01-22 21:04:00.000,byhaila,ms,,light,10.00,bright blue orb that moved away very fast then disapeared
2009-12-02 21:20:00.000,fort greely,ak,,triangle,10.00,Look those coordinates on google earth ;) :0
2011-01-22 20:20:00.000,north coventry,pa,,light,15.00,Intense bright red light appeared in chester county french creek area
2011-12-02 21:00:00.000,lagrange,ga,,disk,600.00,UFO sighting in LaGrange&#44 GA. Bright lights hovering very low to ground&#44 and house.
2011-12-02 21:20:00.000,lagrange,ga,,disk,10.00,CENTRAL GA:  2 bright lights fly very low toward truck in driveway. Then hover over pasture.
2012-01-22 18:04:00.000,poinciana/kissimmee,fl,,formation,360.00,6:04pm Kissimmee/Poinciana 1/22/12  Three objects in triangle form one suspends&#44 other two move opposite directions different speeds
2013-01-22 01:00:00.000,aston,pa,,circle,3.00,Green orb passing over Phila.
2013-12-02 23:30:00.000,surrey,bc,,oval,5.00,I saw this oval shape bright light travelled in my bedroom.  Heard a sound too.  It was moving bright light.
2000-12-22 03:00:00.000,mm 110,az,,circle,30.00,Large blue/green circular object with same colored outer ring
2005-12-22 20:40:00.000,osceloa,ia,,triangle,900.00,WHILE I WAS DRIVING AROUND AFTER DINNER I SAW SOME TRIANGLER UFOS OFF THE INTERSTATE AND AT THE MOTEL I WAS AT.
2008-12-22 20:30:00.000,kona,hi,,light,90.00,Bright light moving across the sky over Kealakekua Bay.
2009-12-22 20:25:00.000,jacobs mill,pa,,formation,180.00,3 minutes-Two disc shaped crafts&#44 4 lights each&#44 in South Central PA 12/22/09
2012-12-22 07:00:00.000,camp mckall,nc,,triangle,300.00,Big noiseless flying object/vehicle of some time about  5 mile wing span.
2013-12-22 02:30:00.000,san tan valley,az,,oval,300.00,Red glowing oval/bell shaped object moves very quickly across sky and then slows down.
2013-12-22 21:30:00.000,strathmore,ab,,light,3600.00,Strange light beams over southern alberta.
1973-12-23 16:00:00.000,colorado/oklahoma (in flight),co,,disk,300.00,Metallic disk with rotating orange lights seen from the window of a commercial aircraft between Dallas and Denver.
1990-12-23 06:15:00.000,bessmer,mi,,oval,300.00,It was morning sun was not up yet&#44but was geting light&#44 I was going East on highway US2 between Ironwood and Bessmer Michigan going aro
2003-12-23 03:00:00.000,pinetop,az,,unknown,1200.00,low  bright red light&#44 with periodic white beems oflight to ground
2003-12-23 21:30:00.000,oldbridge,nj,,light,60.00,power went out 3 times 3rd time went outside to see whole neighberhood dark odd because no storm then from the north strange glowing ch
2008-12-23 18:30:00.000,vallejo/napa,ca,,light,900.00,2 bright lights at night at about 1500ft over Valejo&#44 Napa&#44 Solano county. Slowly moving to east.
2009-12-23 21:00:00.000,grafton,ma,,circle,6.00,Orange ball shoots across the sky.
2010-12-23 21:00:00.000,downingtong,pa,,other,300.00,Seven lights in two sets of triangles&#44 3 lights each&#44 formed a straight line and dissappeared one after another.
2010-12-23 21:00:00.000,willmington,il,,egg,5.00,((HOAX??))  Very Fast Egg shapped craft&#44 Red&#44 flew by at a speed that airplanes ussaualy dont fly at. Craft was flying north.
2011-12-23 14:30:00.000,hudson/stillwater,wi,,changing,300.00,Cross shape&#44 changing in to a star shape but staying a cross shape ?? then to a shape that was like a chine&#39s fortune cookie just the
2011-12-23 16:45:00.000,plattesmouth,ne,,unknown,600.00,Falling objects or debris over Plattesmouth Nebraska
2011-12-23 19:30:00.000,rio rancho,ca,,fireball,60.00,I was walking out of the Target on 528 (Rio Rancho Blvd) and looked up and eastern to the stars towards the Big Dipper and to the left
2011-12-23 22:15:00.000,tijuana,ca,,fireball,30.00,Fireballs in Tijuana&#44Mexico s night sky  Dec 23 2011
2013-12-23 20:00:00.000,layton to farmington,ut,,unknown,60.00,Blue highspeed object over Northern Wasatch Front&#44 Utah.
1965-12-24 23:59:00.000,bellmar,nj,,triangle,3600.00,delta shaped object&#44 missing time
1975-12-24 21:00:00.000,winters freeway,ca,,rectangle,10800.00,i lost about 2 to 3 hours  when i drove off i felt sad almost in tears like i lost a dear friend&#44&#44&#44
1984-12-24 23:15:00.000,tocca,ga,,triangle,180.00,Three bright light in a triangle formation moving very rapidly across the sky
1995-12-24 22:00:00.000,centreville/selma (area on state road 219 between),al,,fireball,5.00,Fireball over rural Alabama
1999-12-24 04:00:00.000,atlantic city area  (north or northeast of hammonton),nj,,light,3600.00,Light remained stationary- unlike any star-large-disappeared with the horizon
1999-12-24 23:30:00.000,cupey (san juan&#44 puerto rico),pr,,circle,120.00,we were celebrating xmas when &#44we were outiside beign tropical&#44I saw first a red object coming out under the very low clouds.
2006-12-24 00:00:00.000,anthem,az,,triangle,600.00,yellow lite triangle over Anthem in 2006.
2006-12-24 07:00:00.000,dundas island (south of) (canada),bc,,,30.00,Craft with glowing lights flys over the Pacific
2006-12-24 10:00:00.000,drummond island,mi,,triangle,1800.00,((HOAX??)) As me and my 2 friends were looking at the stars we see a triangular shaped craft fly above our heads fast&#44 and silent.
2006-12-24 19:30:00.000,arcadia,ny,,unknown,4.00,On Christmas Eve we saw a large dark craft glide from one cornfield across a road and into another field.
2006-12-24 23:13:00.000,elmwood pk,il,,light,600.00,a luminous object flying eastbound on RT. 64 north of River Forest&#44 IL.  After my observation going at about 10mph....&#33&#33&#33 no noise&#33&#33&#33
2007-12-24 00:00:00.000,phila./camden,pa,,disk,900.00,Saucer sighted on a black Christmas Eve sky beaming down a bright white light and displaying red flashing lights.
2007-12-24 00:00:00.000,missouri (from passenger train),mo,,circle,120.00,sighting from train. moving passenger train hit an atv.  ((NUFORC Note:  Possible hoax??  PD))
2009-12-24 23:35:00.000,phillips ranch,ca,,changing,600.00,Single craft released multiple craft with dropped and flew away&#44 (have pics of sinlge craft only)
2010-12-24 18:00:00.000,morris-okmulgee,ok,,fireball,15.00,orange-red fireball falling from sky in Morris (Okmulgee Co.) OK
2011-12-24 08:00:00.000,salt cake city,ut,,circle,2700.00,3 crafts dropped off and hovered over and flicked for 45 min
2012-12-24 23:00:00.000,port st. lucie,fl,,sphere,1800.00,Circular object emitting strong bright light moves unlike any man-made aircraft we know of today.
2013-12-24 17:45:00.000,providence &amp; cranston,ri,,fireball,300.00,Fireball-like lights on Christmas Eve.
2013-12-24 18:25:00.000,san tan valley,az,,fireball,1800.00,Red orbs over San Tan Valley.
2013-12-24 19:03:00.000,clinton twp,mi,,triangle,50.00,Wide triangle shap light aray.
1996-12-25 02:35:00.000,fresno/stockton (from&#44 to stockton),ca,,light,120.00,Radio show call in&#44 single object obsevred as a bright light&#44 traveling at a high rate of speed in a SE direction from STCN to FAT&#44 lig
2000-12-25 23:30:00.000,??,va,,unknown,14400.00,Highway incident
2001-12-25 18:42:00.000,sioux city/omaha (between),ia,,disk,120.00,Driving to Omaha from Souix City south on I-29 between Missouri Valley and North Omaha exit going to Mormon Bridge. Wife asked what lig
2003-12-25 21:40:00.000,north st. paul,mn,,fireball,4.00,green fireball with sparks desending slowly.  ((NUFORC Note:  We are unconvinced that this is a serious-minded report.  PD))
2006-12-25 07:32:00.000,davill,in,,disk,60.00,5 suacer like object dalvill
2006-12-25 14:10:00.000,los angeles,id,,changing,30.00,WE SAW A UFO&#33
2008-12-25 03:46:00.000,melbourne,vt,,formation,300.00,in my oppinion large object was under attack also spotted space junk one flash of orange light took off like commet
2011-12-25 04:54:00.000,albany/peacan city,ga,,other,2.00,I could only see it in the flash of the lightening.
2011-12-25 23:30:00.000,port st lucie,fl,,oval,180.00,Bright Orange Orbs flying silent over Port St Lucie Florida Christmas night
2012-12-25 19:00:00.000,frenchvale,ns,,light,180.00,Four orange lights in the sky.
2013-12-25 18:26:00.000,beaumont,ab,,triangle,300.00,3 red/orange dots make triangle in sky.
2013-12-25 19:00:00.000,new port,fl,,disk,960.00,Pulsating disc turns into a ball of light.
1975-12-26 20:00:00.000,new britghton,mn,,sphere,480.00,bright light then red blue green lights came on then took off dim lights so fast in south east of state
1994-12-26 19:30:00.000,west hills,ca,,fireball,5.00,Slow fireball&#44 low in the sky
1999-12-26 19:30:00.000,dallas/grant counties,ar,,fireball,15.00,At ten degrees above the horizon&#44 above treeline on 200 ft. above sea level hills (70 ft. pine trees.)  Globular Orange fireball size a
1999-12-26 20:25:00.000,jamaica estates,ny,,light,10800.00,3 light blue lights circling and colliding at regular patterns and intervals in the sky starting at 8PM and still continuing 3 hours af
1999-12-26 20:25:00.000,jamaica estates,ny,,light,3600.00,At night&#44 there were 3&#44 very light&#44 blue lights circling and colliding in the sky with regular patterns. They seemed to be moving from
1999-12-26 00:00:00.000,gold canyon,az,,light,1800.00,multi colored lights hovered over superstition mountains changed to single extremely brightlight extreme climb rate first one object th
2000-12-26 18:23:00.000,brocton,ma,,oval,3.00,large green object seen in Brocton&#44 Ma: at 6:23 p.m. on 12/26/00
2000-12-26 18:30:00.000,greenfiled,ma,,fireball,3.00,I was traveling north on Rte 91 home to VT on the evening of 12/26/00 at about 6:30 P.M. when I was outside of greenfield MA and saw wh
2002-12-26 23:00:00.000,??,ok,,light,2.00,white light makes a 90 degree right turn and vanishes
2003-12-26 16:30:00.000,mt.vernon,il,,cigar,600.00,Silent wingless silver tube.
2003-12-26 19:45:00.000,vashon island,wa,,light,60.00,One UFO seen near Burton&#44 Vashon Island&#44 Washington state USA&#44 1 minute duration&#44 flickered away&#44 and disappeared.
2005-12-26 11:18:00.000,scottsdale/phoenix,az,,other,30.00,Odd craft in broad daylight&#44 amidst departing airliners
2006-12-26 00:00:00.000,elmwood pk,il,,light,600.00,weird light I see during the night when I come home from work late.  going very slow seen clearly from my window and passing in the sou
2007-12-26 18:30:00.000,klickitat yakima county line,wa,,flash,120.00,The object was flashing on and off with a bright light that reflected off of nothing with 2 second intervals&#44 then preceded to take off
2007-12-26 18:30:00.000,mountains (near yakima/klicktat county line),wa,,flash,300.00,Bright white&#44 flashing light off highway 97 in Washington State&#44 flashing&#44 then instantly changing positions&#44 then zooming up and away&#44
2012-12-26 08:00:00.000,hlawatha,ia,,oval,60.00,Oval flashing in the sky.  ((NUFORC Note:  Possible sighting of Sirius??  PD))
1995-12-27 20:15:00.000,california (rte. 40),ca,,,5.00,Man w/ wife witness bizarre &quot;grayish yellow light&quot; streak almost vert. from night sky&#44 go to horizon.  (Awaiting written rept.)
2000-12-27 07:00:00.000,imperial,az,,light,300.00,lights zig zagged repeatedly&#44 then would brake. lights higher than aircraft fly.
2000-12-27 15:00:00.000,kea&#39au,hi,,sphere,600.00,2 friends watch UFO watching us &#44 disappears as we look through binoculars&#33
2006-12-27 07:40:00.000,bellvue,id,,flash,2.00,Electric Blue EMP in central IDAHO
2007-12-27 04:25:00.000,braintree,vt,,unknown,1800.00,Craft with 5 rectangular openings that emitted white light seen in Braintree sky.   ((NUFORC Note:  Possible hoax??  PD))
2008-12-27 19:30:00.000,newberry,nc,,light,20.00,Large green light appeared falling from sky and disappearing behind mountains-no tail or aura present.
2008-12-27 19:30:00.000,wurtand,ky,,other,345600.00,light in the sky over wurtland ky.  ((NUFORC Note:  We suspect that the witness was observing Venus.  PD))
2011-12-27 05:25:00.000,albuquerque/aiport,nm,,circle,5.00,Yellow ball accelerates rapidly from a standstill over Albuquerque Int&#39l Airport
2012-12-27 08:06:00.000,okeeckobee,fl,,diamond,480.00,Another bright light over Lake Okeechobee.
2013-12-27 23:00:00.000,anaheim hills/yorba linda/imperial blvd close to 91 freeway,ca,,unknown,20.00,Huge blue and green spheres orbiting a center object while the whole thing zipped around.
1998-12-28 21:30:00.000,hilton head,sc,,light,1800.00,A fast moving light is observed over the ocean
1999-12-28 02:00:00.000,lake shasta,ca,,light,5.00,A friend and I were driving from Tacoma to Los Angeles for vacation.  We were about half-way over the Lake Shasta bridge&#44 and off to th
1999-12-28 20:00:00.000,saint charles township,il,,triangle,300.00,We were heading south on Randall and I saw a large triangle moving slowing across the sky about 1000 feet off the ground.  It had all k
1999-12-28 22:00:00.000,elisabeth,co,,light,120.00,White light moves and disapers
2000-12-28 11:00:00.000,cerrilillo,nm,,unknown,600.00,Secret Jet propulsion system seen in New Mexico Sky
2000-12-28 12:15:00.000,murphreesboro,tn,,flash,0.30,Shiny speck of metal or something.
2000-12-28 17:51:00.000,monument valley,ut,,other,20.00,Adult male driving in a remote area of Monument Valley&#44 southeastern UT&#44 observed a star-sized blue-white light describing a path with
