MixId,MixDesc,plant,ShipDate,DeliveryWeight,Cost,Quantity,OrderDate,WeightValue
430401,3000 PSI MAG A MACHINE,1,2016-06-24T11:07:32Z,3907.41,32.6888,27.0309,2016-06-24T05:07:32Z,2.21357
430441,3000 PSI ADOT CLASS S MACHINE,1,2016-06-24T11:07:02Z,3929.1625,34.4685,27.034,2016-06-24T05:07:02Z,2.21972
440401,4000 PSI MAG AA MACHINE,1,2016-06-24T11:06:31Z,3914.66,35.9152,27.0309,2016-06-24T05:06:31Z,2.21562
630100,6.0 SACK SAND SLURRY,1,2016-06-24T10:59:40Z,3829.99,32.5238,27.03,2016-06-23T13:59:40Z,2.19153
630910,CLSM CLASS A,1,2016-06-24T10:55:23Z,3543.9925,17.0337,27.0178,2016-06-23T08:55:23Z,2.10812
130511N,3000 PSI 1 IN EXPOSED NATURAL,1,2016-06-24T10:41:17Z,3996.67,33.33,27.0219,2016-06-23T08:41:17Z,2.23871
130520N,"3000 PSI 1/2"" EXPOSED NATURAL",1,2016-06-24T10:41:19Z,3996.67,33.33,27.0219,2016-06-23T08:41:19Z,2.23871
130564N,3000 PSI 1/2 NAT EXPOSED,1,2016-06-24T10:41:21Z,4008.17,36.2556,27.0342,2016-06-23T08:41:21Z,2.24193
135513N,3500 PSI 3/8 EXPOSED NATURAL,1,2016-06-24T10:41:39Z,3980.86,34.5012,27.0357,2016-06-23T13:41:39Z,2.23428
120930,2 SACK - APS ENCASEMENT,4,2016-06-24T11:04:10Z,3878.8,17.926,27.0053,2016-06-24T05:04:10Z,2.20545
230511N,"3000 PSI 1"" EXPOSED NATURAL",1,2016-06-24T13:53:30Z,3964.795,32.5382,27.0248,2016-06-24T07:53:30Z,2.22977
130403,"3000PSI MAG A-NO FLY ASH-3/8""",3,2016-06-24T11:01:28Z,4000.7325,32.8097,27.0277,2016-06-24T05:01:28Z,2.23985
230512N,"3000 PSI 1/2"" EXPOSED",1,2016-06-24T13:55:12Z,3964.795,32.5382,27.0248,2016-06-24T07:55:12Z,2.22977
125100,2500 PSI - NO FLY ASH,4,2016-06-24T11:04:12Z,3984.4825,29.0661,27.0234,2016-06-24T05:04:12Z,2.23529
230513N,3000 PSI 3/8 EXPOSED,1,2016-06-24T13:56:07Z,3964.795,30.9142,27.0248,2016-06-24T07:56:07Z,2.22977
120100,2000 PSI-NO FLY ASH,2,2016-06-19T10:52:57Z,3970.42,25.2472,27.006,2016-06-18T13:52:57Z,2.23135
120400,2000 PSI - MAG C - NO FLY ASH,2,2016-06-19T10:53:28Z,3983.42,28.636,27.0079,2016-06-18T08:53:28Z,2.235
125100,2500 PSI - NO FLY ASH,2,2016-06-24T10:54:37Z,3984.4825,29.0661,27.0234,2016-06-23T13:54:37Z,2.23529
125105,2500 PSI .67 W/C NO ASH,2,2016-06-24T10:54:39Z,3989.545,29.741,27.0257,2016-06-23T13:54:39Z,2.23671
125105,2500 PSI .67 W/C NO ASH,3,2016-06-24T11:00:49Z,3989.545,29.741,27.0257,2016-06-24T05:00:49Z,2.23671
125105,2500 PSI .67 W/C NO ASH,4,2016-06-24T11:04:14Z,3989.545,29.741,27.0257,2016-06-24T05:04:14Z,2.23671
125150,2500 PSI.67W/C NO ASH FLOWABLE,2,2016-06-24T10:54:41Z,3991.4825,31.5613,27.0497,2016-06-23T13:54:41Z,2.23726
125150,2500 PSI.67W/C NO ASH FLOWABLE,3,2016-06-19T11:01:07Z,3988.42,29.9256,27.0093,2016-06-19T05:01:07Z,2.2364
125150,2500 PSI.67W/C NO ASH FLOWABLE,4,2016-06-24T11:04:16Z,3991.4825,31.5613,27.0497,2016-06-24T05:04:16Z,2.23726
125180,2500 PSI NO FLY ASH FLOWABLE,2,2016-06-24T10:54:44Z,3985.8575,29.9087,27.0404,2016-06-23T13:54:44Z,2.23568
125180,2500 PSI NO FLY ASH FLOWABLE,3,2016-06-24T11:00:53Z,3985.8575,29.9087,27.0404,2016-06-24T05:00:53Z,2.23568
125180,2500 PSI NO FLY ASH FLOWABLE,4,2016-06-24T11:04:18Z,3985.8575,29.9087,27.0404,2016-06-24T05:04:18Z,2.23568
125201,2500 PSI - 40% 1/2 IN,2,2016-06-24T10:56:46Z,3970.36,33.1924,27.0294,2016-06-23T13:56:46Z,2.23133
125201,2500 PSI - 40% 1/2 IN,3,2016-06-24T11:00:54Z,3970.36,33.1924,27.0294,2016-06-24T05:00:54Z,2.23133
130403,"3000PSI MAG A-NO FLY ASH-3/8""",4,2016-06-24T11:04:55Z,4000.7325,32.8097,27.0277,2016-06-24T05:04:55Z,2.23985
125201,2500 PSI - 40% 1/2 IN,4,2016-06-24T11:04:21Z,3970.36,33.1924,27.0294,2016-06-24T05:04:21Z,2.23133
125400,2500 PSI - MAG B - NO FLY ASH,2,2016-06-24T10:56:49Z,3991.6075,31.2495,27.0195,2016-06-23T13:56:49Z,2.23729
130440,3000 PSI CLASS S NO ASH,2,2016-06-24T10:57:28Z,4021.45,35.367,27.0281,2016-06-23T08:57:28Z,2.24564
125400,2500 PSI - MAG B - NO FLY ASH,3,2016-06-19T11:05:58Z,3990.42,30.7688,27.0022,2016-06-19T05:05:58Z,2.23696
125400,2500 PSI - MAG B - NO FLY ASH,4,2016-06-24T11:04:23Z,3991.6075,31.2495,27.0195,2016-06-24T05:04:23Z,2.23729
125480,2500PSI MAG B NO ASH FLOWABLE,2,2016-06-24T10:56:51Z,3994.42,32.3976,27.0474,2016-06-23T13:56:51Z,2.23808
125480,2500PSI MAG B NO ASH FLOWABLE,3,2016-06-24T11:00:56Z,3994.42,32.3976,27.0474,2016-06-24T05:00:56Z,2.23808
125480,2500PSI MAG B NO ASH FLOWABLE,4,2016-06-24T11:04:25Z,3994.42,32.3976,27.0474,2016-06-24T05:04:25Z,2.23808
130100,3000 PSI - NO FLY ASH,2,2016-06-24T10:56:53Z,3990.6075,30.7959,27.0232,2016-06-23T13:56:53Z,2.23701
130100,3000 PSI - NO FLY ASH,3,2016-06-19T11:08:40Z,3989.42,30.3152,27.0059,2016-06-19T05:08:40Z,2.23668
130100,3000 PSI - NO FLY ASH,4,2016-06-24T11:04:28Z,3990.6075,30.7959,27.0232,2016-06-24T05:04:28Z,2.23701
130105,3000 PSI .58 W/C NO FLY ASH,2,2016-06-24T10:56:55Z,4000.7325,33.2821,27.0305,2016-06-23T13:56:55Z,2.23985
130105,3000 PSI .58 W/C NO FLY ASH,3,2016-06-24T11:01:00Z,-4000.7325,33.2821,27.0305,2016-06-24T05:01:00Z,2.23985
130105,3000 PSI .58 W/C NO FLY ASH,4,2016-06-24T11:04:30Z,4000.7325,33.2821,27.0305,2016-06-24T05:04:30Z,2.23985
130150,3000PSI.58W/CNO FLY ASH FLOWAB,2,2016-06-24T10:56:57Z,4002.795,34.557,27.0559,2016-06-23T13:56:57Z,2.24043
130150,3000PSI.58W/CNO FLY ASH FLOWAB,3,2016-06-24T11:01:02Z,4002.795,34.557,27.0559,2016-06-24T05:01:02Z,2.24043
130150,3000PSI.58W/CNO FLY ASH FLOWAB,4,2016-06-24T11:04:32Z,4002.795,34.557,27.0559,2016-06-24T05:04:32Z,2.24043
130180,3000PSI NO FLY ASH FLOWABLE,2,2016-06-24T10:56:59Z,3991.9825,31.6495,27.0401,2016-06-23T13:56:59Z,2.2374
130180,3000PSI NO FLY ASH FLOWABLE,3,2016-06-24T11:01:04Z,3991.9825,31.6495,27.0401,2016-06-24T05:01:04Z,2.2374
130440,3000 PSI CLASS S NO ASH,3,2016-06-24T11:01:30Z,4021.45,35.367,27.0281,2016-06-24T05:01:30Z,2.24564
130180,3000PSI NO FLY ASH FLOWABLE,4,2016-06-24T11:04:34Z,3991.9825,31.6495,27.0401,2016-06-24T05:04:34Z,2.2374
170800,7.0 SACK GROUT NO ASH,2,2016-06-24T10:58:51Z,3753.8625,38.8481,27.0379,2016-06-23T13:58:51Z,2.16964
130190,3000 PSI - N/C FLOW. - NO ASH,2,2016-09-09T15:42:14Z,3991.9825,31.6495,27.0401,2016-09-09T09:42:14Z,2.2374
130190,3000 PSI FLOWABLE NON CHLORIDE,3,2016-06-24T11:01:06Z,3991.9825,31.6495,27.0401,2016-06-24T05:01:06Z,2.2374
130190,3000 PSI FLOWABLE NON CHLORIDE,4,2016-06-24T11:04:36Z,3991.9825,31.6495,27.0401,2016-06-24T05:04:36Z,2.2374
130195,3000PSI .67 W/C N ASH FLOW N/C,2,2016-06-24T10:57:03Z,4002.295,34.3816,27.0469,2016-06-23T08:57:03Z,2.24029
130195,3000PSI .67 W/C N ASH FLOW N/C,3,2016-06-24T11:01:09Z,4002.295,34.3816,27.0469,2016-06-24T05:01:09Z,2.24029
130195,3000PSI .67 W/C N ASH FLOW N/C,4,2016-06-24T11:04:38Z,4002.295,34.3816,27.0469,2016-06-24T05:04:38Z,2.24029
130200,3000 PSI 1/2 IN NO ASH,2,2016-06-24T10:57:05Z,3997.67,33.3332,27.0279,2016-06-23T08:57:05Z,2.23899
130200,3000 PSI 1/2 IN NO ASH,3,2016-06-19T11:25:03Z,3996.42,32.8272,27.0097,2016-06-19T05:25:03Z,2.23864
130200,3000 PSI 1/2 IN NO ASH,4,2016-06-24T11:04:40Z,3997.67,33.3332,27.0279,2016-06-24T05:04:40Z,2.23899
130201,3000PSI 40% 1/2 IN NO ASH,2,2016-06-24T10:57:08Z,4003.7325,35.0577,27.0267,2016-06-23T08:57:08Z,2.24069
130201,3000PSI 40% 1/2 IN NO ASH,3,2016-06-24T11:01:12Z,4003.7325,35.0577,27.0267,2016-06-24T05:01:12Z,2.24069
130201,3000PSI 40% 1/2 IN NO ASH,4,2016-06-24T11:04:42Z,4003.7325,35.0577,27.0267,2016-06-24T05:04:42Z,2.24069
130280,3000 PSI 1/2 IN FLOWABLE,2,2016-06-24T10:57:10Z,4000.17,34.8952,27.0585,2016-06-23T08:57:10Z,2.23969
130280,3000 PSI 1/2 IN FLOWABLE,3,2016-06-24T11:01:14Z,4000.17,34.8952,27.0585,2016-06-24T05:01:14Z,2.23969
130280,3000 PSI 1/2 IN FLOWABLE,4,2016-06-24T11:04:44Z,4000.17,34.8952,27.0585,2016-06-24T05:04:44Z,2.23969
130281,"3000 PSI 40% 1/2"" FLOWABLE",2,2016-06-24T10:57:13Z,4005.42,36.0928,27.0476,2016-06-23T08:57:13Z,2.24116
130281,"3000 PSI 40% 1/2"" FLOWABLE",3,2016-06-24T11:01:16Z,4005.42,36.0928,27.0476,2016-06-24T05:01:16Z,2.24116
130440,3000 PSI CLASS S NO ASH,4,2016-06-24T11:04:57Z,4021.45,35.367,27.0281,2016-06-24T05:04:57Z,2.24564
130281,"3000 PSI 40% 1/2"" FLOWABLE",4,2016-06-24T11:04:45Z,4005.42,36.0928,27.0476,2016-06-24T05:04:45Z,2.24116
170800,7.0 SACK GROUT NO ASH,3,2016-06-24T11:02:45Z,3753.8625,38.8481,27.0379,2016-06-24T05:02:45Z,2.16964
130300,3000 PSI 3/8 INCH,2,2016-06-24T10:57:16Z,3997.67,31.9268,27.0279,2016-06-23T08:57:16Z,2.23899
130480,3000PSI-MAG A-NO ASH-FLOWABLE,2,2016-06-24T10:57:31Z,4002.9825,34.7833,27.0557,2016-06-23T13:57:31Z,2.24048
130300,3000 PSI 3/8 INCH,3,2016-06-24T11:01:18Z,3997.67,31.9268,27.0279,2016-06-24T05:01:18Z,2.23899
130300,3000 PSI 3/8 INCH,4,2016-06-24T11:04:47Z,3997.67,31.9268,27.0279,2016-06-24T05:04:47Z,2.23899
130480,3000PSI-MAG A-NO ASH-FLOWABLE,3,2016-06-24T11:01:33Z,4002.9825,34.7833,27.0557,2016-06-24T05:01:33Z,2.24048
130301,3000 PSI 40% 3/8 - NO FLY ASH,2,2016-06-24T10:57:18Z,4003.795,34.071,27.0276,2016-06-23T08:57:18Z,2.24071
130301,3000 PSI 40% 3/8 - NO FLY ASH,3,2016-06-24T11:01:21Z,4003.795,34.071,27.0276,2016-06-24T05:01:21Z,2.24071
130480,3000PSI-MAG A-NO ASH-FLOWABLE,4,2016-06-24T11:04:59Z,4002.9825,34.7833,27.0557,2016-06-24T05:04:59Z,2.24048
130301,3000 PSI 40% 3/8 - NO FLY ASH,4,2016-06-19T12:21:41Z,4002.42,33.5144,27.0076,2016-06-19T06:21:41Z,2.24032
130400,3000 PSI - MAG A - NO FLY ASH,2,2016-06-24T10:57:21Z,4000.7325,33.4105,27.0277,2016-06-23T08:57:21Z,2.23985
130490,3000I-MAG A-NOASH-FLOWABLE N/C,2,2016-06-24T10:57:32Z,4002.9825,34.7833,27.0557,2016-06-23T13:57:32Z,2.24048
130400,3000 PSI - MAG A - NO FLY ASH,3,2016-06-24T11:01:23Z,4000.7325,33.4105,27.0277,2016-06-24T05:01:23Z,2.23985
130400,3000 PSI - MAG A - NO FLY ASH,4,2016-06-24T11:04:51Z,4000.7325,33.4105,27.0277,2016-06-24T05:04:51Z,2.23985
130402,"3000PSI MAG A-NO FLY ASH-1/2""",2,2016-06-24T10:57:24Z,4000.7325,34.2081,27.0277,2016-06-23T08:57:24Z,2.23985
130402,"3000PSI MAG A-NO FLY ASH-1/2""",3,2016-06-24T11:01:25Z,4000.7325,34.2081,27.0277,2016-06-24T05:01:25Z,2.23985
130402,"3000PSI MAG A-NO FLY ASH-1/2""",4,2016-06-24T11:04:53Z,4000.7325,34.2081,27.0277,2016-06-24T05:04:53Z,2.23985
130490,3000I-MAG A-NOASH-FLOWABLE N/C,3,2016-06-24T11:01:35Z,4002.9825,34.7833,27.0557,2016-06-24T05:01:35Z,2.24048
170800,7.0 SACK GROUT NO ASH,4,2016-06-24T11:05:59Z,3753.8625,38.8481,27.0379,2016-06-24T05:05:59Z,2.16964
130490,3000I-MAG A-NOASH-FLOWABLE N/C,4,2016-06-20T09:08:42Z,3999.42,32.8792,27.0086,2016-06-19T12:08:42Z,2.23948
130503,3000PSI 3/8 IN NO ASH EXPOSED,2,2016-06-24T10:57:34Z,3996.67,31.694,27.0219,2016-06-23T13:57:34Z,2.23871
175800,7.5 SACK GROUT,2,2016-06-24T10:58:53Z,3779.6775,40.8871,27.0465,2016-06-23T13:58:53Z,2.17709
130503,3000PSI 3/8 IN NO ASH EXPOSED,3,2016-06-24T11:01:37Z,3996.67,31.694,27.0219,2016-06-24T05:01:37Z,2.23871
130503,3000PSI 3/8 IN NO ASH EXPOSED,4,2016-06-24T11:05:03Z,3996.67,31.694,27.0219,2016-06-24T05:05:03Z,2.23871
130511N,3000 PSI 1 IN EXPOSED NATURAL,2,2016-06-24T10:57:35Z,3996.67,31.694,27.0219,2016-06-23T13:57:35Z,2.23871
130511N,3000 PSI 1 IN EXPOSED NATURAL,3,2016-06-20T09:11:34Z,3995.42,31.188,27.0037,2016-06-19T12:11:34Z,2.23836
130511N,3000 PSI 1 IN EXPOSED NATURAL,4,2016-06-24T11:05:05Z,3996.67,31.694,27.0219,2016-06-24T05:05:05Z,2.23871
130520N,"3000 PSI 1/2"" EXPOSED NATURAL",2,2016-06-24T10:57:37Z,3996.67,33.33,27.0219,2016-06-23T13:57:37Z,2.23871
130520N,"3000 PSI 1/2"" EXPOSED NATURAL",3,2016-06-24T11:01:41Z,3996.67,33.33,27.0219,2016-06-24T05:01:41Z,2.23871
130520N,"3000 PSI 1/2"" EXPOSED NATURAL",4,2016-06-20T09:13:07Z,3995.42,32.824,27.0037,2016-06-19T07:13:07Z,2.23836
130564N,3000 PSI 1/2 NAT EXPOSED,2,2016-06-24T10:57:39Z,4008.17,36.2556,27.0342,2016-06-23T13:57:39Z,2.24193
130564N,3000 PSI 1/2 NAT EXPOSED,3,2016-06-24T11:01:43Z,4008.17,36.2556,27.0342,2016-06-24T05:01:43Z,2.24193
130564N,3000 PSI 1/2 NAT EXPOSED,4,2016-06-20T09:14:04Z,4006.42,35.5472,27.0087,2016-06-19T07:14:04Z,2.24144
135100,3000 PSI NO FLY ASH,2,2016-06-24T10:57:41Z,3996.67,32.5148,27.0218,2016-06-23T13:57:41Z,2.23871
135100,3000 PSI NO FLY ASH,3,2016-06-24T11:01:45Z,3996.67,32.5148,27.0218,2016-06-24T05:01:45Z,2.23871
135100,3000 PSI NO FLY ASH,4,2016-06-24T11:05:10Z,3996.67,32.5148,27.0218,2016-06-24T05:05:10Z,2.23871
135180,3500 PSI NO FLY ASH FLOWABLE,2,2016-06-24T10:57:43Z,3998.2325,33.4773,27.0411,2016-06-23T13:57:43Z,2.23915
135180,3500 PSI NO FLY ASH FLOWABLE,3,2016-06-24T11:01:47Z,3998.2325,33.4773,27.0411,2016-06-24T05:01:47Z,2.23915
175800,7.5 SACK GROUT,3,2016-06-24T11:02:47Z,3779.6775,40.8871,27.0465,2016-06-24T05:02:47Z,2.17709
135180,3500 PSI NO FLY ASH FLOWABLE,4,2016-06-24T11:05:12Z,3998.2325,33.4773,27.0411,2016-06-24T05:05:12Z,2.23915
220400,2000 PSI - MAG C,2,2016-06-24T10:59:05Z,3957.4825,27.6961,26.9903,2016-06-23T08:59:05Z,2.22771
135190,3500PSI FLOWABLE NON CHLORIDE,2,2016-06-24T10:57:44Z,3998.2325,33.4773,27.0411,2016-06-23T13:57:44Z,2.23915
135190,3500PSI FLOWABLE NON CHLORIDE,3,2016-06-24T11:01:48Z,3998.2325,33.4773,27.0411,2016-06-24T05:01:48Z,2.23915
135190,3500PSI FLOWABLE NON CHLORIDE,4,2016-06-20T09:20:38Z,3995.42,32.0088,27.0036,2016-06-19T12:20:38Z,2.23836
135201,3500 PSI 40% 1/2 IN NO ASH,2,2016-06-24T10:57:46Z,4013.7325,37.6097,27.0295,2016-06-23T13:57:46Z,2.24348
135201,3500 PSI 40% 1/2 IN NO ASH,3,2016-06-20T09:21:15Z,4012.42,37.0784,27.0104,2016-06-19T07:21:15Z,2.24312
135201,3500 PSI 40% 1/2 IN NO ASH,4,2016-06-24T11:05:16Z,4013.7325,37.6097,27.0295,2016-06-24T05:05:16Z,2.24348
135513N,3500 PSI 3/8 EXPOSED NATURAL,2,2016-06-24T10:57:50Z,3980.86,34.5012,27.0357,2016-06-23T13:57:50Z,2.23428
135513N,3500 PSI 3/8 EXPOSED NATURAL,3,2016-06-24T11:01:55Z,3980.86,34.5012,27.0357,2016-06-24T05:01:55Z,2.23428
135513N,3500 PSI 3/8 EXPOSED NATURAL,4,2016-06-24T11:05:17Z,3980.86,34.5012,27.0357,2016-06-24T05:05:17Z,2.23428
140100,4000 PSI - NO FLY ASH,2,2016-06-24T10:57:54Z,4003.795,34.2758,27.0276,2016-06-23T13:57:54Z,2.24071
140100,4000 PSI - NO FLY ASH,3,2016-06-24T11:01:57Z,4003.795,34.2758,27.0276,2016-06-24T05:01:57Z,2.24071
140100,4000 PSI - NO FLY ASH,4,2016-06-24T11:05:20Z,4003.795,34.2758,27.0276,2016-06-24T05:05:20Z,2.24071
140180,4000 PSI-NO FLY ASH-FLOWABLE,2,2016-06-24T10:57:56Z,4005.545,35.3472,27.0493,2016-06-23T13:57:56Z,2.24119
140180,4000 PSI-NO FLY ASH-FLOWABLE,3,2016-06-24T11:01:59Z,4005.545,35.3472,27.0493,2016-06-24T05:01:59Z,2.24119
140180,4000 PSI-NO FLY ASH-FLOWABLE,4,2016-06-24T11:05:22Z,4005.545,35.3472,27.0493,2016-06-24T05:05:22Z,2.24119
140190,4000 PSI FLOWABLE NON CHLORIDE,2,2016-06-24T10:58:01Z,-4005.545,35.3472,27.0493,2016-06-23T08:58:01Z,2.24119
140190,4000 PSI FLOWABLE NON CHLORIDE,3,2016-06-24T11:02:02Z,4005.545,35.3472,27.0493,2016-06-24T05:02:02Z,2.24119
175800,7.5 SACK GROUT,4,2016-06-24T11:06:01Z,-3779.6775,40.8871,27.0465,2016-06-24T05:06:01Z,2.17709
140190,4000 PSI FLOWABLE NON CHLORIDE,4,2016-06-20T09:36:08Z,4002.42,33.7192,27.0076,2016-06-19T07:36:08Z,2.24032
140300,4000 PSI 3/8 INCH,2,2016-06-24T10:58:03Z,4027.295,40.0386,27.0347,2016-06-23T08:58:03Z,2.24727
190800,9 SACK GROUT NO ASH,2,2016-06-24T10:58:56Z,3757.0525,47.0441,27.0475,2016-06-23T13:58:56Z,2.17056
140300,4000 PSI 3/8 INCH,3,2016-06-24T11:02:04Z,4027.295,40.0386,27.0347,2016-06-24T05:02:04Z,2.24727
140300,4000 PSI 3/8 INCH,4,2016-06-24T11:05:26Z,4027.295,40.0386,27.0347,2016-06-24T05:05:26Z,2.24727
140301,"4000 PSI 3/8"" COUNTER TOP MIX",3,2016-06-24T11:02:06Z,4009.64,40.1666,27.0406,2016-06-24T05:02:06Z,2.24234
140301,"4000 PSI 3/8"" COUNTER TOP MIX",4,2016-06-24T11:05:28Z,4009.64,40.1666,27.0406,2016-06-24T05:05:28Z,2.24234
140400,4000 PSI MAG AA NO FLY ASH,2,2016-06-24T10:58:07Z,4013.92,36.8912,27.0324,2016-06-23T08:58:07Z,2.24354
140400,4000 PSI MAG AA NO FLY ASH,3,2016-06-24T11:02:09Z,4013.92,36.8912,27.0324,2016-06-24T05:02:09Z,2.24354
140400,4000 PSI MAG AA NO FLY ASH,4,2016-06-20T09:40:04Z,4012.42,36.284,27.0105,2016-06-19T07:40:04Z,2.24312
140440,4000 PSI CLASS S NO ASH,2,2016-06-24T10:58:10Z,4021.45,35.367,27.0281,2016-06-23T08:58:10Z,2.24564
140440,4000 PSI CLASS S NO ASH,3,2016-06-24T11:02:11Z,4021.45,35.367,27.0281,2016-06-24T05:02:11Z,2.24564
140440,4000 PSI CLASS S NO ASH,4,2016-06-24T11:05:32Z,4021.45,35.367,27.0281,2016-06-24T05:05:32Z,2.24564
145100,4500 PSI - NO ASH,2,2016-06-24T10:58:13Z,4013.92,36.8776,27.0324,2016-06-23T08:58:13Z,2.24354
145100,4500 PSI - NO ASH,3,2016-06-24T11:02:13Z,4013.92,36.8776,27.0324,2016-06-24T05:02:13Z,2.24354
145100,4500 PSI - NO ASH,4,2016-06-24T11:05:34Z,4013.92,36.8776,27.0324,2016-06-24T05:05:34Z,2.24354
145180,4500 PSI - NO ASH - FLOWABLE,2,2016-06-24T10:58:15Z,4016.17,38.33,27.0596,2016-06-23T08:58:15Z,2.24417
145180,4500 PSI - NO ASH - FLOWABLE,3,2016-06-24T11:02:15Z,4016.17,38.33,27.0596,2016-06-24T05:02:15Z,2.24417
145180,4500 PSI - NO ASH - FLOWABLE,4,2016-06-24T11:05:36Z,4016.17,38.33,27.0596,2016-06-24T05:05:36Z,2.24417
190800,9 SACK GROUT NO ASH,3,2016-06-24T11:02:48Z,3757.0525,47.0441,27.0475,2016-06-24T05:02:48Z,2.17056
145190,4500 PSI-FLOWABLE NON CHLORIDE,2,2016-06-24T10:58:18Z,4016.17,38.33,27.0596,2016-06-23T08:58:18Z,2.24417
145190,4500 PSI-FLOWABLE NON CHLORIDE,3,2016-06-24T11:02:17Z,4016.17,38.33,27.0596,2016-06-24T05:02:17Z,2.24417
190800,9 SACK GROUT NO ASH,4,2016-06-24T11:06:03Z,3757.0525,47.0441,27.0475,2016-06-24T05:06:03Z,2.17056
145190,4500 PSI-FLOWABLE NON CHLORIDE,4,2016-06-20T09:46:46Z,4012.42,36.284,27.0105,2016-06-19T12:46:46Z,2.24312
145201,4500 PSI 40% 1/2 IN NO ASH,3,2016-06-24T11:02:19Z,4005.61,43.4348,27.0584,2016-06-24T05:02:19Z,2.24121
145201,4500 PSI 40% 1/2 IN NO ASH,4,2016-06-24T11:05:40Z,4005.61,43.4348,27.0584,2016-06-24T05:05:40Z,2.24121
150100,5000 PSI - NO FLY ASH,2,2016-06-24T10:58:23Z,4027.1075,40.3591,27.0368,2016-06-23T08:58:23Z,2.24722
150100,5000 PSI - NO FLY ASH,3,2016-06-24T11:02:28Z,4027.1075,40.3591,27.0368,2016-06-24T05:02:28Z,2.24722
150100,5000 PSI - NO FLY ASH,4,2016-06-20T10:08:46Z,4025.42,39.676,27.0122,2016-06-19T13:08:46Z,2.24675
150180,5000 PSI-NO FLY ASH-FLOWABLE,2,2016-06-24T10:58:32Z,4029.17,41.634,27.0622,2016-06-23T13:58:32Z,2.24779
150180,5000 PSI-NO FLY ASH-FLOWABLE,3,2016-06-24T11:02:31Z,4029.17,41.634,27.0622,2016-06-24T05:02:31Z,2.24779
150180,5000 PSI-NO FLY ASH-FLOWABLE,4,2016-06-24T11:05:45Z,4029.17,41.634,27.0622,2016-06-24T05:05:45Z,2.24779
150190,5000PSI N FLY ASH FLOWABLE N/C,2,2016-06-24T10:58:35Z,4029.17,41.634,27.0622,2016-06-23T13:58:35Z,2.24779
150190,5000PSI N FLY ASH FLOWABLE N/C,3,2016-06-24T11:02:33Z,4029.17,41.634,27.0622,2016-06-24T05:02:33Z,2.24779
150190,5000PSI N FLY ASH FLOWABLE N/C,4,2016-06-24T11:05:47Z,4029.17,41.634,27.0622,2016-06-24T05:05:47Z,2.24779
160100,6000 PSI - NO FLY ASH,2,2016-06-24T10:58:36Z,4037.295,43.4814,27.0309,2016-06-23T13:58:36Z,2.25006
160100,6000 PSI - NO FLY ASH,3,2016-06-24T11:02:34Z,4037.295,43.4814,27.0309,2016-06-24T05:02:34Z,2.25006
160100,6000 PSI - NO FLY ASH,4,2016-06-24T11:05:49Z,4037.295,43.4814,27.0309,2016-06-24T05:05:49Z,2.25006
160180,6000 PSI NO FLY ASH FLOWABLE,2,2016-06-24T10:58:39Z,4040.42,45.3844,27.0697,2016-06-23T13:58:39Z,2.25093
210920,1 SACK ABC SLURRY PUMPABLE,3,2016-06-24T11:02:50Z,3777.8,21.0008,26.8375,2016-06-24T05:02:50Z,2.17655
160180,6000 PSI NO FLY ASH FLOWABLE,3,2016-06-24T11:02:36Z,4040.42,45.3844,27.0697,2016-06-24T05:02:36Z,2.25093
220400,2000 PSI - MAG C,3,2016-06-24T11:02:54Z,3957.4825,27.6961,26.9903,2016-06-24T05:02:54Z,2.22771
160180,6000 PSI NO FLY ASH FLOWABLE,4,2016-06-20T10:16:56Z,4035.42,42.7224,27.0036,2016-06-19T13:16:56Z,2.24954
210920,1 SACK ABC SLURRY PUMPABLE,4,2016-06-24T11:06:05Z,3777.8,21.0008,26.8375,2016-06-24T05:06:05Z,2.17655
160190,6000PSI N FLY ASH FLOWABLE N/C,2,2016-06-24T10:58:40Z,4040.42,45.3844,27.0697,2016-06-23T13:58:40Z,2.25093
160190,6000PSI N FLY ASH FLOWABLE N/C,3,2016-06-24T11:02:37Z,4040.42,45.3844,27.0697,2016-06-24T05:02:37Z,2.25093
215900,1.5 SACK ABC SLURRY,3,2016-06-24T11:02:52Z,3859.8,15.6358,27.0004,2016-06-24T05:02:52Z,2.20004
160190,6000PSI N FLY ASH FLOWABLE N/C,4,2016-06-24T11:05:53Z,4040.42,45.3844,27.0697,2016-06-24T05:05:53Z,2.25093
220400,2000 PSI - MAG C,4,2016-06-24T11:06:09Z,3957.4825,27.6961,26.9903,2016-06-24T05:06:09Z,2.22771
160800,6.0 SACK GROUT - NO FLY ASH,2,2016-06-24T10:58:43Z,3756.3025,34.7393,27.0373,2016-06-23T13:58:43Z,2.17035
215900,1.5 SACK ABC SLURRY,4,2016-06-20T15:43:18Z,3859.8,15.6358,27.0004,2016-06-20T09:43:18Z,2.20004
160800,6.0 SACK GROUT - NO FLY ASH,3,2016-06-24T11:02:39Z,3756.3025,34.7393,27.0373,2016-06-24T05:02:39Z,2.17035
160800,6.0 SACK GROUT - NO FLY ASH,4,2016-06-24T11:05:55Z,3756.3025,34.7393,27.0373,2016-06-24T05:05:55Z,2.17035
220900,2 SACK ABC SLURRY,3,2016-06-24T11:02:56Z,3859.8,17.2096,26.9874,2016-06-24T05:02:56Z,2.20004
